0,Address,Census Tract,PM2.5,Poverty,Traffic,Noise Pollution,Minimum Price,Minimum Beds,Minimum Baths,Sqft,Units,Latitude,Longitude,Distance to School,Distance to Hospital,Distance to Grocery Store,City,Home Type,SoundScore
134,"1837 Berkeley Way B, Berkeley, CA 94703",6001422300,9.049984366,25.3,738.8329926,35,4800,3,3,920,1,37.872635,-122.27366,0.105011699,0.345482276,0.087613311,Berkeley,TOWNHOUSE,65
135,"1611 McGee Ave 5, Berkeley, CA 94703",6001422300,9.049984366,25.3,738.8329926,28,2295,1,1,525,1,37.8768,-122.277916,0.383385907,1.134623446,0.150371782,Berkeley,APARTMENT,72
136,"2237 Roosevelt Ave APT 4, Berkeley, CA 94703",6001423000,9.170834519,21.9,836.1608147,31,4000,3,1,900,1,37.867004,-122.2756,0.113089522,0.780441976,0.541835512,Berkeley,APARTMENT,69
137,"2917 Otis St, Berkeley, CA 94703",6001423500,9.234587905,38.6,605.423531,34,4950,3,2,1333,1,37.855717,-122.269844,0.387114133,0.370337116,0.154100008,Berkeley,SINGLE_FAMILY,66
138,"1625 Woolsey St APT 7, Berkeley, CA 94703",6001424001,9.303578087,36.9,1005.646116,30,2345,2,1,750,1,37.851295,-122.27522,0.185168558,0.357288325,0.247305658,Berkeley,APARTMENT,70
139,"1752 Vine St, Berkeley, CA 94703",6001421800,9.049984366,13.5,288.7259092,29,3400,3,1,1100,1,37.879013,-122.27673,0.182061703,0.971202873,0.303850419,Berkeley,SINGLE_FAMILY,71
140,"2925 Ellis St 11, Berkeley, CA 94703",6001423400,9.145700959,26.1,742.2529583,30,2725,2,1,700,1,37.85488,-122.27299,0.2485484,0.528786721,0.300122193,Berkeley,APARTMENT,70
141,"1826 Alcatraz Ave APT 10, Berkeley, CA 94703",6001423901,9.254948457,27,1032.650686,32,1735,1,1,600,1,37.84859,-122.27049,0.044117341,0.342996792,0.201945575,Berkeley,APARTMENT,68
142,"1611 62nd St A, Berkeley, CA 94703",6001424001,9.303578087,36.9,1005.646116,29,2645,2,1,684,1,37.846687,-122.275,0.252276626,0.344860905,0.474106073,Berkeley,APARTMENT,71
143,"1837 Parker St, Berkeley, CA 94703",6001423400,9.145700959,26.1,742.2529583,33,3500,3,2,900,1,37.861652,-122.27226,0.058408874,0.397056069,0.150371782,Berkeley,APARTMENT,67
144,"1633 62nd St, Berkeley, CA 94703",6001424001,9.303578087,36.9,1005.646116,32,7950,5,3,2650,1,37.846825,-122.27398,0.195731865,0.401405666,0.420046796,Berkeley,SINGLE_FAMILY,68
145,"1812 Francisco St, Berkeley, CA",6001422300,9.049984366,25.3,738.8329926,30,2300,1,1,650,3,37.874622,-122.27505,0.11184678,0.592166563,0.334297598,Berkeley,MULTIUNIT,70
146,"2431-33 & 2435 Grant St, Berkeley, CA",6001423000,9.170834519,21.9,836.1608147,32,2095,1,1,600,3,37.865784,-122.27467,0.192003639,0.725139957,0.663624228,Berkeley,MULTIUNIT,68
147,"1822 Francisco St, Berkeley, CA",6001422300,9.049984366,25.3,738.8329926,31,2150,1,1,550,2,37.87469,-122.27455,0.084506456,0.564826239,0.306335903,Berkeley,MULTIUNIT,69
148,"1822 Francisco St, Berkeley, CA 94703",6001422300,9.049984366,25.3,738.8329926,31,2150,1,1,550,1,37.874687,-122.27454,0.083885085,0.564204868,0.305714532,Berkeley,APARTMENT,69
149,"3244 Ellis St, Berkeley, CA",6001424001,9.303578087,36.9,1005.646116,32,2250,1,1,640,4,37.848755,-122.27286,0.04970968,0.420668167,0.220586705,Berkeley,MULTIUNIT,68
150,"1817 Allston Way, Berkeley, CA 94703",6001423000,9.170834519,21.9,836.1608147,32,2275,1,1,500,1,37.868805,-122.274284,0.153478637,0.525058495,0.286452031,Berkeley,SINGLE_FAMILY,68
151,"1826 Alcatraz Avenue 1 14-16-12, Berkeley, CA 94703",6001423000,9.170834519,21.9,836.1608147,32,1735,1,1,600,1,37.864147,-122.275566,0.392706472,0.684129471,0.631312936,Berkeley,APARTMENT,68
152,"1736 Parker St, Berkeley, CA 94703",6001423400,9.145700959,26.1,742.2529583,29,2200,2,1,700,1,37.860893,-122.27435,0.192003639,0.518223414,0.271539127,Berkeley,APARTMENT,71
153,"2120 Roosevelt Ave, Berkeley, CA",6001423000,9.170834519,21.9,836.1608147,31,2700,2,1,700,2,37.869312,-122.27653,0.210023398,0.572904062,0.334297598,Berkeley,MULTIUNIT,69
154,"1533 Harmon St, Berkeley, CA 94703",6001424001,9.303578087,36.9,1005.646116,28,2495,2,1,800,1,37.849274,-122.276596,0.305714532,0.129866539,0.308200016,Berkeley,APARTMENT,72
155,"1811 Oregon St, Berkeley, CA 94703",6001423400,9.145700959,26.1,742.2529583,31,3100,3,1,900,1,37.857197,-122.27246,0.234256867,0.610186322,0.164663315,Berkeley,APARTMENT,69
156,"1516 Prince St 1518A, Berkeley, CA 94703",6001424001,9.303578087,36.9,1005.646116,29,2375,1,1,700,1,37.85134,-122.277725,0.261597191,0.281481063,0.049088309,Berkeley,APARTMENT,71
157,"3302 California St, Berkeley, CA",6001424001,9.303578087,36.9,1005.646116,29,1575,0,1,300,2,37.847878,-122.27595,0.232392754,0.250412513,0.418804054,Berkeley,MULTIUNIT,71
158,"2228 McKinley Ave, Berkeley, CA",6001423000,9.170834519,21.9,836.1608147,32,1350,1,1,200,2,37.86748,-122.27406,0.129245168,0.579117772,0.339889937,Berkeley,MULTIUNIT,68
159,"1525 Ada St, Berkeley, CA 94703",6001421800,9.049984366,13.5,288.7259092,29,3800,2,1,700,1,37.880726,-122.28217,0.283966547,1.032718602,0.216858479,Berkeley,SINGLE_FAMILY,71
160,"1590 Oregon St 7, Berkeley, CA 94703",6001423400,9.145700959,26.1,742.2529583,28,2995,2,1,750,1,37.855984,-122.27765,0.078914117,0.862462948,0.157828234,Berkeley,APARTMENT,72
161,"2077 Haste St, Berkeley, CA",6001422900,9.170834519,59.6,371.7452012,40,3845,1,1,651,34,37.865105,-122.26789,0.050952422,0.092584279,0.439930668,Berkeley,MULTIUNIT,60
162,"2650 Telegraph Ave, Berkeley, CA",6001423602,9.189519339,65.8,242.091266,32,3095,0,1,414,20,37.861572,-122.25929,0.27340324,0.150371782,0.306335903,Berkeley,MULTIUNIT,68
163,"2526 Durant Ave, Berkeley, CA",6001422800,9.189519339,80,143.5907225,31,2200,0,1,383,5,37.86785,-122.25778,0.169012912,0.54059277,0.340511308,Berkeley,MULTIUNIT,69
164,"2627 Hillegass Ave 101W, Berkeley, CA 94704",6001423602,9.189519339,65.8,242.091266,28,4095,2,2,950,1,37.86239,-122.25584,0.234878238,0.287694773,0.193867752,Berkeley,APARTMENT,72
165,"2811 Channing Way, Berkeley, CA 94704",6001422700,9.032993512,68.3,20.92008492,27,3795,2,1,504,1,37.868176,-122.25123,0.407619376,0.929571016,0.518223414,Berkeley,APARTMENT,73
166,"2534 Benvenue Ave, Berkeley, CA",6001423602,9.189519339,65.8,242.091266,26,2250,1,1,548,2,37.864105,-122.255455,0.196353236,0.456086314,0.339268566,Berkeley,MULTIUNIT,74
167,"2118 Channing Way, Berkeley, CA",6001422900,9.170834519,59.6,371.7452012,35,3995,3,1,668,3,37.865658,-122.26644,0.157828234,0.200081462,0.236742351,Berkeley,MULTIUNIT,65
168,"2035 Channing Way, Berkeley, CA",6001422900,9.170834519,59.6,371.7452012,38,1995,1,1,342,4,37.865974,-122.26835,0.129245168,0.171498396,0.336161711,Berkeley,MULTIUNIT,62
169,"2423 Blake St, Berkeley, CA",6001423602,9.189519339,65.8,242.091266,31,4750,3,1,930,2,37.864334,-122.25952,0.196974607,0.320627436,0.08699194,Berkeley,MULTIUNIT,69
170,"2312 Ellsworth St 6, Berkeley, CA 94704",6001422800,9.189519339,80,143.5907225,33,1650,0,1,206,1,37.867508,-122.263885,0.612671806,0.08699194,0.952561743,Berkeley,APARTMENT,67
171,"2404 Fulton St 302, Berkeley, CA 94704",6001422900,9.170834519,59.6,371.7452012,34,3150,2,1,590,1,37.865524,-122.26589,0.393949214,0.21747985,0.156585492,Berkeley,APARTMENT,66
172,"2607 Ellsworth St 301, Berkeley, CA 94704",6001423602,9.189519339,65.8,242.091266,28,3200,2,1,710,1,37.86242,-122.26223,0.351074615,0.216858479,0.342996792,Berkeley,APARTMENT,72
173,"2609 Ellsworth St, Berkeley, CA",6001423602,9.189519339,65.8,242.091266,28,3400,2,1,760,2,37.8622,-122.26218,0.34175405,0.207537914,0.347346389,Berkeley,MULTIUNIT,72
174,"2210 Durant Ave, Berkeley, CA",6001422800,9.189519339,80,143.5907225,35,3200,2,1,580,2,37.86671,-122.26521,0.502067768,0.050952422,0.724518586,Berkeley,MULTIUNIT,65
175,"2020 Channing Way APT 9, Berkeley, CA 94704",6001422900,9.170834519,59.6,371.7452012,35,4650,4,1,716,1,37.86539,-122.2688,0.160313718,0.202566946,0.41631857,Berkeley,APARTMENT,65
176,"2055 Center St, Berkeley, CA",6001422900,9.170834519,59.6,371.7452012,37,3350,1,1,720,10,37.87045,-122.26933,0.245441545,0.223072189,0.156585492,Berkeley,MULTIUNIT,63
177,"2500 Durant Ave, Berkeley, CA",6001422800,9.189519339,80,143.5907225,33,2795,1,1,590,3,37.867622,-122.25865,0.214372995,0.375308084,0.011184678,Berkeley,MULTIUNIT,67
178,"2480 Bancroft Way, Berkeley, CA",6001422800,9.189519339,80,143.5907225,34,7000,4,2,908,2,37.86841,-122.259674,0.833879882,0.265946788,0.041631857,Berkeley,MULTIUNIT,66
179,"2750 Dwight Way, Berkeley, CA",6001423700,9.032993512,34.1,440.2450392,28,3095,2,1,545,2,37.865593,-122.25183,0.26718953,0.736946006,0.377172197,Berkeley,MULTIUNIT,72
180,"2333 Channing Way, Berkeley, CA",6001422800,9.189519339,80,143.5907225,30,2695,2,1,546,4,37.866734,-122.262054,0.097555247,0.481562525,0.382764536,Berkeley,MULTIUNIT,70
181,"2501 Benvenue Ave, Berkeley, CA",6001423602,9.189519339,65.8,242.091266,30,3295,2,1,655,3,37.8653,-122.25492,0.289558886,0.536243173,0.419425425,Berkeley,MULTIUNIT,70
182,"2067 University Ave, Berkeley, CA",6001422400,9.170834519,36.5,432.6027369,37,2650,1,1,394,4,37.872345,-122.26916,0.288937515,0.400784295,0.443658894,Berkeley,MULTIUNIT,63
183,"2252 Parker St 103W, Berkeley, CA 94704",6001423602,9.189519339,65.8,242.091266,29,5545,3,2,900,1,37.862442,-122.26287,0.686614955,0.287694773,0.448629862,Berkeley,APARTMENT,71
184,"1927 Dwight Way, Berkeley, CA 94704",6001422900,9.170834519,59.6,371.7452012,32,2900,2,1,782,1,37.86378,-122.27087,0.344239534,0.178333477,0.276510095,Berkeley,APARTMENT,68
185,"2015 Haste St APT 205, Berkeley, CA 94704",6001422900,9.170834519,59.6,371.7452012,32,2995,2,1,717,1,37.864918,-122.269264,0.579117772,0.389599617,0.328705259,Berkeley,APARTMENT,68
186,"2546 Warring St, Berkeley, CA",6001423700,9.032993512,34.1,440.2450392,29,4995,3,2,1000,2,37.864365,-122.25052,0.096312505,0.727625441,0.34796776,Berkeley,MULTIUNIT,71
187,"2025 Durant Ave, Berkeley, CA",6001422900,9.170834519,59.6,371.7452012,34,2095,0,1,430,12,37.867,-122.26922,0.16777017,0.300743564,0.461678653,Berkeley,MULTIUNIT,66
188,"2121 Dwight Way, Berkeley, CA",6001422900,9.170834519,59.6,371.7452012,38,2749,0,1,504,11,37.86431,-122.26684,0.538107286,0.83263714,0.518844785,Berkeley,MULTIUNIT,62
189,"2610 Regent St, Berkeley, CA 94704",6001423602,9.189519339,65.8,242.091266,28,4595,3,1,995,1,37.862923,-122.25795,0.385871391,0.301986306,0.184547187,Berkeley,APARTMENT,72
190,"2510 Bancroft Way, Berkeley, CA",6001422800,9.189519339,80,143.5907225,36,2595,0,1,385,3,37.86855,-122.258766,0.877997223,0.310064129,0.361016551,Berkeley,MULTIUNIT,64
191,"2124 Bancroft Way, Berkeley, CA",6001422900,9.170834519,59.6,371.7452012,38,2795,0,1,390,11,37.867313,-122.266525,0.1864113,0.115575006,0.28583066,Berkeley,MULTIUNIT,62
192,"2644 Dwight Way APT 2, Berkeley, CA 94704",6001423602,9.189519339,65.8,242.091266,30,2225,0,1,430,1,37.865524,-122.25448,0.231771383,0.664245599,0.547427851,Berkeley,APARTMENT,70
193,"2520 College Ave APT 104, Berkeley, CA 94704",6001423602,9.189519339,65.8,242.091266,30,5795,3,2,1037,1,37.864826,-122.254196,0.169012912,0.57166132,0.211887511,Berkeley,APARTMENT,70
194,"2461 Warring St, Berkeley, CA",6001422700,9.032993512,68.3,20.92008492,29,2150,1,1,700,4,37.866386,-122.25018,0.232392754,0.864327061,0.48466938,Berkeley,MULTIUNIT,71
195,"2033 Blake St, Berkeley, CA",6001423500,9.234587905,38.6,605.423531,35,2675,0,1,450,5,37.863224,-122.26829,0.398920182,0.075185891,0.169012912,Berkeley,MULTIUNIT,65
196,"2072 Addison St, Berkeley, CA",6001422900,9.170834519,59.6,371.7452012,38,2900,1,1,567,8,37.870876,-122.26889,0.034175405,0.147264927,0.188275413,Berkeley,MULTIUNIT,62
197,"2038 Parker St, Berkeley, CA",6001423500,9.234587905,38.6,605.423531,39,2779,0,1,556,11,37.861843,-122.26762,0.469135105,0.203188317,0.239849206,Berkeley,MULTIUNIT,61
198,"2732 Haste St 28, Berkeley, CA 94704",6001422700,9.032993512,68.3,20.92008492,29,3150,2,1,598,1,37.86649,-122.25238,0.233014125,0.78292746,0.423153651,Berkeley,APARTMENT,71
199,"2309 Blake St, Berkeley, CA",6001423602,9.189519339,65.8,242.091266,29,1895,0,1,350,9,37.86395,-122.26235,0.4970968,0.333676227,0.243577432,Berkeley,MULTIUNIT,71
200,"2028 Bancroft Way, Berkeley, CA",6001422900,9.170834519,59.6,371.7452012,36,2695,0,1,338,13,37.86735,-122.26891,0.09941936,0.321248807,0.358531067,Berkeley,MULTIUNIT,64
201,"2520 Hillegass Ave, Berkeley, CA 94704",6001423602,9.189519339,65.8,242.091266,28,3595,2,1,800,1,37.86461,-122.25681,0.147886298,0.425017764,0.308200016,Berkeley,APARTMENT,72
202,"2028 Dwight Way, Berkeley, CA",6001423500,9.234587905,38.6,605.423531,35,2695,2,1,568,7,37.86357,-122.2684,0.398920182,0.075185891,0.169012912,Berkeley,MULTIUNIT,65
203,"2535 College Ave, Berkeley, CA",6001423700,9.032993512,34.1,440.2450392,30,2250,1,1,516,6,37.864388,-122.25344,0.136080249,0.538107286,0.178333477,Berkeley,MULTIUNIT,70
204,"2640 Shattuck Ave, Berkeley, CA",6001423500,9.234587905,38.6,605.423531,37,2725,0,1,402,14,37.860985,-122.26735,0.234256867,0.326219775,0.297636709,Berkeley,MULTIUNIT,63
205,"2119 University Ave, Berkeley, CA",6001422400,9.170834519,36.5,432.6027369,36,3078,1,1,465,13,37.87263,-122.26774,0.1242742,0.223072189,0.265325417,Berkeley,MULTIUNIT,64
206,"2616 Telegraph Ave, Berkeley, CA",6001423602,9.189519339,65.8,242.091266,33,2295,1,1,472,5,37.86251,-122.25905,0.350453244,0.155964121,0.18019759,Berkeley,MULTIUNIT,67
207,"2620 Hillegass Ave, Berkeley, CA",6001423602,9.189519339,65.8,242.091266,27,3295,2,1,621,5,37.862595,-122.256615,0.20505243,0.305093161,0.284587918,Berkeley,MULTIUNIT,73
208,"2117 Haste St, Berkeley, CA",6001422900,9.170834519,59.6,371.7452012,34,3000,2,1,554,3,37.865284,-122.266365,0.09941936,0.141672588,0.080156859,Berkeley,MULTIUNIT,66
209,"1945 Berkeley Way, Berkeley, CA",6001422400,9.170834519,36.5,432.6027369,33,2200,1,1,550,2,37.8729,-122.27128,0.053437906,0.438687926,0.16155646,Berkeley,MULTIUNIT,67
210,"2221 Parker St, Berkeley, CA",6001423602,9.189519339,65.8,242.091266,29,3195,2,1,750,2,37.862858,-122.26401,0.619506887,0.172741138,0.382143165,Berkeley,MULTIUNIT,71
211,"2240 Blake St, Berkeley, CA",6001423602,9.189519339,65.8,242.091266,29,2095,0,1,500,8,37.863342,-122.26306,0.73321778,0.29204437,0.495854058,Berkeley,MULTIUNIT,71
212,"2412 Ellsworth St 15, Berkeley, CA 94704",6001422800,9.189519339,80,143.5907225,30,1995,0,1,400,1,37.865784,-122.26362,0.128623797,0.206295172,0.351074615,Berkeley,APARTMENT,70
213,"2020 Kittredge St, Berkeley, CA",6001422900,9.170834519,59.6,371.7452012,35,2436,1,1,502,5,37.867825,-122.26943,0.133594765,0.50331051,0.269675014,Berkeley,MULTIUNIT,65
214,"2241 Durant Ave, Berkeley, CA",6001422800,9.189519339,80,143.5907225,33,1995,0,1,330,7,37.867363,-122.263855,0.060894358,0.123031458,0.400784295,Berkeley,MULTIUNIT,67
215,"2009-2011 Haste St 2011-6, Berkeley, CA 94704",6001422900,9.170834519,59.6,371.7452012,32,1895,1,1,362,1,37.864895,-122.26943,0.567933094,0.377793568,0.31689921,Berkeley,APARTMENT,68
216,"2030 Dwight Way APT 303, Berkeley, CA 94704",6001423500,9.234587905,38.6,605.423531,35,2095,1,1,539,1,37.863594,-122.26824,0.384007278,0.060894358,0.154721379,Berkeley,APARTMENT,65
217,"2398 Parker St 3, Berkeley, CA 94704",6001423602,9.189519339,65.8,242.091266,29,2095,1,1,485,1,37.86276,-122.26053,0.223072189,0.259733078,0.21126614,Berkeley,APARTMENT,71
218,"1935 Addison St, Berkeley, CA",6001422900,9.170834519,59.6,371.7452012,36,2295,0,1,393,15,37.871033,-122.27136,0.050952422,0.400162924,0.16155646,Berkeley,MULTIUNIT,64
219,"2511-2515 Parker St, Berkeley, CA",6001423602,9.189519339,65.8,242.091266,27,1995,0,1,350,10,37.863647,-122.25697,0.393327843,0.309442758,0.19262501,Berkeley,MULTIUNIT,73
220,"2491 Ellsworth St, Berkeley, CA",6001422800,9.189519339,80,143.5907225,31,1790,0,1,550,2,37.864788,-122.26277,0.147264927,0.282102434,0.301364935,Berkeley,MULTIUNIT,69
221,"2437 Piedmont Ave, Berkeley, CA",6001422700,9.032993512,68.3,20.92008492,29,1733,3,2,825,5,37.866493,-122.25119,0.4970968,0.847550044,0.487776235,Berkeley,MULTIUNIT,71
222,"2070 University Ave, Berkeley, CA",6001422900,9.170834519,59.6,371.7452012,37,1795,0,1,525,2,37.87178,-122.269035,0.170877025,0.085127827,0.254140739,Berkeley,MULTIUNIT,63
223,"2525 Benvenue Ave APT 10, Berkeley, CA 94704",6001423602,9.189519339,65.8,242.091266,28,3595,2,1,730,1,37.864647,-122.25474,0.230528641,0.490261719,0.373443971,Berkeley,APARTMENT,72
224,"2620 Regent St D, Berkeley, CA 94704",6001423602,9.189519339,65.8,242.091266,28,8250,5,3,1000,1,37.862644,-122.25793,0.405133892,0.241713319,0.204431059,Berkeley,APARTMENT,72
225,"2330 Warring St APT 131, Berkeley, CA 94704",6001422700,9.032993512,68.3,20.92008492,27,6195,3,2,1320,1,37.86814,-122.25092,0.454843572,0.976795212,0.56544761,Berkeley,APARTMENT,73
226,"1988 Martin Luther King Jr Way, Berkeley, CA",6001422300,9.049984366,25.3,738.8329926,37,2500,1,1,621,5,37.87201,-122.2735,0.708984311,0.485912122,0.247305658,Berkeley,MULTIUNIT,63
227,"2322 Shattuck Ave, Berkeley, CA",6001422900,9.170834519,59.6,371.7452012,40,1895,0,1,440,11,37.86713,-122.268135,0.17398388,0.258490336,0.418804054,Berkeley,MULTIUNIT,60
228,"2515 Benvenue Ave, Berkeley, CA 94704",6001423602,9.189519339,65.8,242.091266,28,3150,2,1,640,1,37.864983,-122.25476,0.311928242,0.513252446,0.396434698,Berkeley,APARTMENT,72
229,"2490 Channing Way, Berkeley, CA",6001422800,9.189519339,80,143.5907225,32,795,1,1,420,5,37.866737,-122.25904,0.052816535,0.408862118,0.108118554,Berkeley,MULTIUNIT,68
230,"2315 Parker St, Berkeley, CA",6001423602,9.189519339,65.8,242.091266,28,2395,1,1,500,8,37.863125,-122.26203,0.53437906,0.291422999,0.280859692,Berkeley,MULTIUNIT,72
231,"2510 Channing Way, Berkeley, CA",6001422800,9.189519339,80,143.5907225,30,1395,0,1,651,20,37.86674,-122.25826,0.144158072,0.450493975,0.122410087,Berkeley,MULTIUNIT,70
232,"12 Panoramic Way, Berkeley, CA",6001422700,9.032993512,68.3,20.92008492,24,1910,3,1,100,5,37.868637,-122.24955,0.676673019,1.162585141,0.75185891,Berkeley,MULTIUNIT,76
233,"1950 Addison St, Berkeley, CA",6001422900,9.170834519,59.6,371.7452012,36,3183,0,1,517,8,37.870636,-122.271866,0.082642343,0.368473003,0.129866539,Berkeley,MULTIUNIT,64
234,"2425 Prospect St, Berkeley, CA",6001422700,9.032993512,68.3,20.92008492,27,1120,1,1,71,71,37.86649,-122.249374,0.285209289,0.917143596,0.537485915,Berkeley,MULTIUNIT,73
235,"2414 Telegraph Ave, Berkeley, CA",6001422800,9.189519339,80,143.5907225,32,1680,1,1,91,14,37.86652,-122.25906,0.089477424,0.445523007,0.117439119,Berkeley,MULTIUNIT,68
236,"2715 Dwight Way, Berkeley, CA",6001422700,9.032993512,68.3,20.92008492,27,1240,1,1,100,10,37.86595,-122.252975,0.451115346,0.827666172,0.467892363,Berkeley,MULTIUNIT,73
237,"2430 Prospect St, Berkeley, CA",6001422700,9.032993512,68.3,20.92008492,27,1100,3,1,74,19,37.866985,-122.25004,0.324355662,0.956289969,0.576632288,Berkeley,MULTIUNIT,73
238,"2099 Martin Luther King Jr Way, Berkeley, CA",6001422900,9.170834519,59.6,371.7452012,37,1000,1,1,588,10,37.87089,-122.27263,0.193246381,0.292665741,0.053437906,Berkeley,MULTIUNIT,63
239,"2709 Dwight Way, Berkeley, CA",6001422700,9.032993512,68.3,20.92008492,28,1795,0,1,250,3,37.8659,-122.25334,0.470999218,0.847550044,0.730732296,Berkeley,MULTIUNIT,72
240,"2024 University Ave 17, Berkeley, CA 94704",6001422900,9.170834519,59.6,371.7452012,37,2195,1,1,435,1,37.8716,-122.26996,0.261597191,0.129866539,0.465406879,Berkeley,APARTMENT,63
241,"2901 Channing Way, Berkeley, CA",6001422700,9.032993512,68.3,20.92008492,27,995,1,1,75,17,37.868114,-122.25048,0.365366148,0.974931099,0.564204868,Berkeley,MULTIUNIT,73
242,"2350 Prospect St, Berkeley, CA",6001422700,9.032993512,68.3,20.92008492,27,1210,1,1,86,2,37.86831,-122.25016,0.41631857,1.021533924,0.610807693,Berkeley,MULTIUNIT,73
243,"2001 Milvia St, Berkeley, CA",6001422900,9.170834519,59.6,371.7452012,36,1255,0,1,345,14,37.871456,-122.27048,0.429988732,0.479698412,0.240470577,Berkeley,MULTIUNIT,64
244,"2747 Haste St, Berkeley, CA 94704",6001422700,9.032993512,68.3,20.92008492,29,2900,2,1,720,1,37.86695,-122.252045,0.275888724,0.82642343,0.544320996,Berkeley,APARTMENT,71
245,"2033 Haste St, Berkeley, CA",6001422900,9.170834519,59.6,371.7452012,34,1895,1,1,450,2,37.865063,-122.26863,0.61515729,0.016777017,0.364123406,Berkeley,MULTIUNIT,66
246,"2450 Milvia St, Berkeley, CA",6001422900,9.170834519,59.6,371.7452012,32,1595,0,1,275,4,37.86387,-122.27021,0.469135105,0.141672588,0.239849206,Berkeley,MULTIUNIT,68
247,"1918 Channing Way, Berkeley, CA",6001422900,9.170834519,59.6,371.7452012,31,1895,0,1,312,2,37.86503,-122.27124,0.172119767,0.337404453,0.417561312,Berkeley,MULTIUNIT,69
248,"2556 Telegraph Ave, Berkeley, CA",6001423602,9.189519339,65.8,242.091266,34,1350,3,1,918,5,37.863937,-122.258965,0.227421786,0.254140739,0.061515729,Berkeley,MULTIUNIT,66
249,"2210 Martin Luther King Jr Way, Berkeley, CA",6001423000,9.170834519,21.9,836.1608147,35,1080,5,2,83,13,37.868225,-122.272995,0.135458878,0.498960913,0.260354449,Berkeley,MULTIUNIT,65
250,"2508 Hillegass Ave, Berkeley, CA",6001423602,9.189519339,65.8,242.091266,28,1795,0,1,300,2,37.86491,-122.25673,0.127381055,0.444901636,0.328083888,Berkeley,MULTIUNIT,72
